customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,ExpectedTotal,LeakageDiff,TenureGroup,ChargeGroup,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,MultipleLines_No phone service,MultipleLines_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes
4853-RULSV,1,0,0,0,70,1,1,104.0,7250.15,1,7280.0,29.850000000000364,4-6 yr,Premium ($90+),True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True
8098-TDCBU,0,0,1,0,42,1,0,25.25,1108.2,0,1060.5,47.700000000000045,2-4 yr,Low ($0-35),False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False
3551-GAEGL,1,0,1,1,34,0,0,30.4,938.65,0,1033.6,94.94999999999993,2-4 yr,Low ($0-35),False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
4785-NKHCX,1,1,0,0,5,1,0,20.05,94.15,0,100.25,6.099999999999994,0-1 yr,Low ($0-35),False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
3196-NVXLZ,0,0,0,0,25,1,1,84.6,2088.05,0,2115.0,26.949999999999818,2-4 yr,High ($65-90),True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
6275-YDUVO,0,0,0,0,2,1,1,86.2,178.7,1,172.4,6.299999999999983,0-1 yr,High ($65-90),True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0036-IHMOT,0,0,1,1,55,1,1,103.7,5656.75,0,5703.5,46.75,4-6 yr,Premium ($90+),True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True
0115-TFERT,1,0,1,0,21,1,1,111.2,2317.1,1,2335.2000000000003,18.100000000000364,1-2 yr,Premium ($90+),True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True
4178-EGMON,1,0,1,0,70,1,1,88.0,5986.45,0,6160.0,173.55000000000018,4-6 yr,High ($65-90),True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False
4220-TINQT,0,0,1,0,61,1,1,106.35,6751.35,0,6487.349999999999,264.0000000000009,4-6 yr,Premium ($90+),True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True
5318-YKDPV,1,0,1,1,43,1,1,79.15,3566.6,0,3403.4500000000003,163.14999999999964,2-4 yr,High ($65-90),False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
7975-TZMLR,1,0,0,0,47,1,1,103.1,4889.3,0,4845.7,43.600000000000364,2-4 yr,Premium ($90+),True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0295-QVKPB,1,0,0,0,5,1,1,63.95,318.1,0,319.75,1.6499999999999773,0-1 yr,Mid ($35-65),False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
4335-BSMJS,0,0,0,0,62,1,1,25.8,1563.95,0,1599.6000000000001,35.65000000000009,4-6 yr,Low ($0-35),False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False
2311-QYMUQ,0,0,1,1,16,1,1,89.45,1430.25,1,1431.2,0.9500000000000455,1-2 yr,High ($65-90),True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3643-AHCFP,1,1,1,0,7,1,1,95.6,644.35,1,669.1999999999999,24.84999999999991,0-1 yr,Premium ($90+),True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
9146-JRIOX,0,0,1,1,14,1,0,25.55,372.45,0,357.7,14.75,1-2 yr,Low ($0-35),False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False
3104-OWCGK,1,0,1,1,60,1,0,90.95,5453.4,1,5457.0,3.600000000000364,4-6 yr,Premium ($90+),True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
5337-IIWKZ,1,0,1,1,34,0,1,44.85,1442.6,0,1524.9,82.30000000000018,2-4 yr,Mid ($35-65),False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
9101-BWFSS,0,0,1,0,50,1,0,108.55,5610.7,1,5427.5,183.19999999999982,4-6 yr,Premium ($90+),True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True
9650-VBUOG,1,0,1,1,38,1,0,25.05,963.95,0,951.9,12.050000000000068,2-4 yr,Low ($0-35),False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False
3487-EARAT,0,0,1,1,70,1,0,74.1,5222.3,0,5187.0,35.30000000000018,4-6 yr,High ($65-90),False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
2672-TGEFF,0,0,1,1,37,1,1,88.8,3340.55,0,3285.6,54.95000000000027,2-4 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
9231-ZJYAM,0,1,0,0,4,1,1,78.85,292.8,1,315.4,22.599999999999966,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4250-WAROZ,1,1,1,1,60,1,1,93.25,5774.55,0,5595.0,179.55000000000018,4-6 yr,Premium ($90+),True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
8184-WMOFI,1,0,1,1,62,1,0,71.4,4487.3,0,4426.8,60.5,4-6 yr,High ($65-90),False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
6982-SSHFK,1,0,0,0,1,1,0,44.4,44.4,1,44.4,0.0,0-1 yr,Mid ($35-65),False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6092-QZVPP,1,0,0,0,36,1,1,79.2,2854.95,0,2851.2000000000003,3.7499999999995453,2-4 yr,High ($65-90),False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
4625-LAMOB,1,0,0,0,44,1,0,20.4,905.55,0,897.5999999999999,7.9500000000000455,2-4 yr,Low ($0-35),False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0727-BMPLR,0,1,0,0,55,1,1,100.0,5509.3,1,5500.0,9.300000000000182,4-6 yr,Premium ($90+),True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
0392-BZIUW,0,0,1,0,72,1,1,105.0,7589.8,0,7560.0,29.800000000000182,4-6 yr,Premium ($90+),True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True
1038-ZAGBI,0,0,1,1,12,1,0,19.8,229.6,1,237.60000000000002,8.000000000000028,0-1 yr,Low ($0-35),False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
6549-NNDYT,0,0,0,0,13,0,1,30.85,394.1,0,401.05,6.949999999999989,1-2 yr,Low ($0-35),False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
3027-ZTDHO,1,0,0,0,1,1,1,89.9,89.9,1,89.9,0.0,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0422-OHQHQ,0,0,1,1,15,1,0,20.55,295.95,0,308.25,12.300000000000011,1-2 yr,Low ($0-35),False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
6916-HIJSE,0,0,0,0,65,1,1,84.85,5459.2,0,5515.25,56.05000000000018,4-6 yr,High ($65-90),False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True
2316-ESMLS,0,0,1,1,12,0,0,33.15,444.75,0,397.79999999999995,46.950000000000045,0-1 yr,Low ($0-35),False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
9778-OGKQZ,1,0,1,0,72,1,1,92.0,6782.15,0,6624.0,158.14999999999964,4-6 yr,Premium ($90+),False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
7408-OFWXJ,0,0,1,1,72,1,0,89.8,6510.45,0,6465.599999999999,44.850000000000364,4-6 yr,High ($65-90),False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
6007-TCTST,0,0,1,1,72,1,1,115.8,8476.5,0,8337.6,138.89999999999964,4-6 yr,Premium ($90+),True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
2252-NKNSI,1,0,0,1,52,1,1,85.15,4461.85,0,4427.8,34.05000000000018,4-6 yr,High ($65-90),False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True
8713-IGZSO,1,0,0,0,2,1,0,24.85,62.0,0,49.7,12.299999999999997,0-1 yr,Low ($0-35),False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False
7905-TVXTA,0,0,0,0,5,1,1,64.35,352.65,0,321.75,30.899999999999977,0-1 yr,Mid ($35-65),False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
7695-PKLCZ,0,0,0,0,68,1,0,20.5,1424.9,0,1394.0,30.90000000000009,4-6 yr,Low ($0-35),False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
2382-BCKQJ,0,0,0,1,62,1,1,100.15,6413.65,1,6209.3,204.34999999999945,4-6 yr,Premium ($90+),True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
8374-UULRV,1,0,0,0,72,1,0,86.05,6309.65,0,6195.599999999999,114.05000000000018,4-6 yr,High ($65-90),False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True
2207-NHRJK,1,0,0,0,1,1,0,50.8,50.8,1,50.8,0.0,0-1 yr,Mid ($35-65),False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3224-DFQNQ,0,0,1,0,66,1,0,89.0,5898.6,0,5874.0,24.600000000000364,4-6 yr,High ($65-90),True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False
5275-PMFUT,1,0,1,1,72,0,1,64.8,4719.75,0,4665.599999999999,54.150000000000546,4-6 yr,Mid ($35-65),False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True
4795-UXVCJ,1,0,0,0,26,1,0,19.8,457.3,0,514.8000000000001,57.50000000000006,2-4 yr,Low ($0-35),False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
9777-IQHWP,1,0,1,1,64,1,0,93.4,5822.3,0,5977.6,155.30000000000018,4-6 yr,Premium ($90+),True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
0947-MUGVO,1,1,1,0,20,1,1,73.65,1463.5,1,1473.0,9.5,1-2 yr,High ($65-90),True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9944-HKVVB,0,0,0,0,3,1,1,95.1,307.4,1,285.29999999999995,22.100000000000023,0-1 yr,Premium ($90+),True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
4124-MMETB,1,0,0,0,22,1,1,94.65,2104.55,1,2082.3,22.25,1-2 yr,Premium ($90+),True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
3671-SHRSP,1,0,1,0,4,1,1,80.6,319.15,1,322.4,3.25,0-1 yr,High ($65-90),True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0979-MOZQI,1,0,1,0,62,0,1,39.0,2337.45,0,2418.0,80.55000000000018,4-6 yr,Mid ($35-65),False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
2732-ISEZX,0,0,0,0,5,1,1,20.5,104.3,0,102.5,1.7999999999999972,0-1 yr,Low ($0-35),False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
3313-QKNKB,1,0,1,0,59,1,0,85.55,5084.65,1,5047.45,37.19999999999982,4-6 yr,High ($65-90),True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0323-XWWTN,1,0,0,1,3,1,1,26.4,121.25,0,79.19999999999999,42.05000000000001,0-1 yr,Low ($0-35),False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False
1937-OTUKY,0,0,1,0,72,1,1,98.2,7015.9,0,7070.400000000001,54.50000000000091,4-6 yr,Premium ($90+),True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
1573-LGXBA,1,0,1,1,57,1,1,97.55,5598.0,0,5560.349999999999,37.650000000000546,4-6 yr,Premium ($90+),True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True
1764-VUUMT,1,0,0,1,66,1,0,19.95,1269.1,0,1316.7,47.600000000000136,4-6 yr,Low ($0-35),False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
5073-WXOYN,0,0,0,0,60,0,1,50.8,3027.4,1,3048.0,20.59999999999991,4-6 yr,Mid ($35-65),False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
4713-ZBURT,1,0,0,1,45,1,0,99.7,4634.35,0,4486.5,147.85000000000036,2-4 yr,Premium ($90+),True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
3050-GBUSH,0,0,0,0,3,0,1,34.8,113.95,0,104.39999999999999,9.550000000000011,0-1 yr,Low ($0-35),False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0207-MDKNV,0,0,0,0,15,1,0,105.1,1582.75,1,1576.5,6.25,1-2 yr,Premium ($90+),True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
7876-AEHIG,0,0,0,1,51,0,0,60.15,3077.0,0,3067.65,9.349999999999909,4-6 yr,Mid ($35-65),False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True
7945-HLKEA,0,0,0,0,60,1,0,64.75,4039.5,0,3885.0,154.5,4-6 yr,Mid ($35-65),False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False
9342-VNIMQ,1,0,0,0,33,1,1,54.65,1665.2,0,1803.45,138.25,2-4 yr,Mid ($35-65),False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
9851-KIELU,1,0,0,0,10,1,1,110.1,1043.3,1,1101.0,57.700000000000045,0-1 yr,Premium ($90+),True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True
3523-BRGUW,1,1,0,0,26,1,0,19.3,504.2,0,501.8,2.3999999999999773,2-4 yr,Low ($0-35),False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
3908-BLSYF,0,0,0,0,6,1,0,83.9,497.55,1,503.40000000000003,5.850000000000023,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
3199-NPKCN,0,0,1,0,67,1,1,111.25,7511.65,0,7453.75,57.899999999999636,4-6 yr,Premium ($90+),True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True
5170-PTRKA,0,0,1,1,49,0,1,35.8,1782.0,0,1754.1999999999998,27.800000000000182,4-6 yr,Mid ($35-65),False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
4661-NJEUX,1,0,0,0,1,1,1,20.05,20.05,0,20.05,0.0,0-1 yr,Low ($0-35),False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
2123-AGEEN,0,1,0,0,7,1,1,84.35,609.65,0,590.4499999999999,19.200000000000045,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1258-YMZNM,0,1,0,0,27,1,1,110.5,2857.6,0,2983.5,125.90000000000009,2-4 yr,Premium ($90+),True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True
0048-LUMLS,1,0,1,1,37,1,0,91.2,3247.55,0,3374.4,126.84999999999991,2-4 yr,Premium ($90+),True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
7549-MYGPK,0,0,1,1,63,1,1,100.55,6215.35,1,6334.65,119.29999999999927,4-6 yr,Premium ($90+),True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False
5898-IGSLP,1,0,1,1,31,1,0,89.3,2823.0,0,2768.2999999999997,54.70000000000027,2-4 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False
3804-RVTGV,1,0,1,1,50,1,1,103.85,5017.9,1,5192.5,174.60000000000036,4-6 yr,Premium ($90+),True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
6259-WJQLC,1,1,0,0,32,1,1,81.1,2619.25,0,2595.2,24.050000000000182,2-4 yr,High ($65-90),True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
9227-LUNBG,0,0,0,0,1,0,0,24.6,24.6,1,24.6,0.0,0-1 yr,Low ($0-35),False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7997-EASSD,0,0,1,0,63,1,1,81.2,4965.1,0,5115.6,150.5,4-6 yr,High ($65-90),True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0730-KOAVE,1,0,0,0,30,1,1,94.3,2679.7,0,2829.0,149.30000000000018,2-4 yr,Premium ($90+),True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
8975-SKGRX,1,0,1,0,71,1,1,116.1,8310.55,0,8243.1,67.44999999999891,4-6 yr,Premium ($90+),True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
0678-RLHVP,0,0,0,0,53,1,0,105.55,5682.25,0,5594.15,88.10000000000036,4-6 yr,Premium ($90+),True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
4315-MURBD,0,0,0,0,12,1,1,98.9,1120.95,1,1186.8000000000002,65.85000000000014,0-1 yr,Premium ($90+),True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
2267-FPIMA,1,0,1,0,50,1,1,94.4,4914.9,0,4720.0,194.89999999999964,4-6 yr,Premium ($90+),True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
1051-GEJLJ,0,0,0,0,2,1,0,19.5,27.55,0,39.0,11.45,0-1 yr,Low ($0-35),False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
9734-YWGEX,0,0,0,0,9,1,0,98.3,923.5,1,884.6999999999999,38.80000000000007,0-1 yr,Premium ($90+),True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
2719-BDAQO,1,0,0,0,17,1,0,93.85,1625.65,1,1595.4499999999998,30.200000000000273,1-2 yr,Premium ($90+),True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
5285-MVEHD,0,0,1,0,56,1,1,105.6,6068.65,0,5913.599999999999,155.05000000000018,4-6 yr,Premium ($90+),True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True
0379-DJQHR,1,0,1,1,67,1,0,81.35,5398.6,0,5450.45,51.849999999999454,4-6 yr,High ($65-90),False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True
0781-LKXBR,1,1,0,0,9,1,1,100.5,918.6,1,904.5,14.100000000000023,0-1 yr,Premium ($90+),True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
5543-QDCRY,1,0,0,0,4,1,1,56.4,234.85,0,225.6,9.25,0-1 yr,Mid ($35-65),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0297-RBCSG,1,0,0,0,19,1,1,65.35,1231.85,0,1241.6499999999999,9.799999999999955,1-2 yr,High ($65-90),False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
4694-PHWFW,0,0,0,1,8,1,0,19.95,170.9,0,159.6,11.300000000000011,0-1 yr,Low ($0-35),False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0835-JKADZ,0,0,0,0,71,1,1,111.25,7984.15,0,7898.75,85.39999999999964,4-6 yr,Premium ($90+),True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True
1907-UBQFC,1,1,0,0,10,1,1,72.85,688.65,1,728.5,39.85000000000002,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7508-SMHXL,0,1,0,0,15,1,0,89.0,1288.3,0,1335.0,46.700000000000045,1-2 yr,High ($65-90),True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
3865-YIOTT,1,0,1,1,72,1,1,106.1,7848.5,0,7639.2,209.30000000000018,4-6 yr,Premium ($90+),True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True
5993-BQHEA,1,0,0,0,12,1,0,20.05,267.0,0,240.60000000000002,26.399999999999977,0-1 yr,Low ($0-35),False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
6024-RUGGH,1,0,1,1,72,1,1,25.2,1798.9,0,1814.3999999999999,15.499999999999773,4-6 yr,Low ($0-35),False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False
6513-EECDB,1,1,1,0,1,1,1,73.55,73.55,1,73.55,0.0,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3956-CJUST,0,1,0,0,23,1,1,75.4,1643.55,0,1734.2,90.65000000000009,1-2 yr,High ($65-90),True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4079-WWQQQ,1,0,0,0,72,0,1,65.55,4807.45,0,4719.599999999999,87.85000000000036,4-6 yr,High ($65-90),False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True
6103-BOCOU,0,0,0,0,26,1,1,80.7,2193.0,0,2098.2000000000003,94.79999999999973,2-4 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5149-TGWDZ,0,0,0,0,21,1,1,104.55,2239.4,0,2195.5499999999997,43.850000000000364,1-2 yr,Premium ($90+),True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True
7471-WNSUF,1,0,1,0,60,1,0,24.15,1505.9,0,1449.0,56.90000000000009,4-6 yr,Low ($0-35),False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False
8942-DBMHZ,1,0,0,0,12,1,0,20.45,255.35,0,245.39999999999998,9.950000000000017,0-1 yr,Low ($0-35),False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
4301-VVZKA,1,0,1,0,16,1,1,75.4,1189.4,0,1206.4,17.0,1-2 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
9199-PWQVC,0,0,1,0,63,1,1,79.7,4786.15,0,5021.1,234.95000000000073,4-6 yr,High ($65-90),False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
4824-GUCBY,0,1,0,0,22,1,0,81.7,1820.9,0,1797.4,23.5,1-2 yr,High ($65-90),True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
5393-HJZSM,0,0,1,1,32,1,0,76.3,2404.15,0,2441.6,37.44999999999982,2-4 yr,High ($65-90),False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
7074-IEVOJ,0,1,0,0,3,1,1,79.4,205.05,1,238.20000000000002,33.150000000000006,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
9625-QSTYE,0,0,0,0,13,1,1,81.15,952.3,1,1054.95,102.65000000000009,1-2 yr,High ($65-90),True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0862-PRCBS,0,0,1,1,68,1,1,103.75,7039.45,0,7055.0,15.550000000000182,4-6 yr,Premium ($90+),True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True
8812-ZRHFP,0,0,1,1,30,1,0,86.45,2538.05,0,2593.5,55.44999999999982,2-4 yr,High ($65-90),True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
5146-CBVOE,0,0,0,0,16,1,0,75.1,1212.85,0,1201.6,11.25,1-2 yr,High ($65-90),True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0454-OKRCT,1,0,0,0,33,1,0,80.6,2651.1,0,2659.7999999999997,8.699999999999818,2-4 yr,High ($65-90),True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
5787-KXGIY,1,0,1,0,72,1,0,19.3,1304.8,0,1389.6000000000001,84.80000000000018,4-6 yr,Low ($0-35),False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
4750-ZRXIU,0,1,0,0,4,1,1,84.6,360.1,1,338.4,21.700000000000045,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4198-VFOEA,0,0,0,0,12,0,1,33.6,435.45,0,403.20000000000005,32.24999999999994,0-1 yr,Low ($0-35),False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False
6630-UJZMY,0,1,1,0,4,1,1,83.25,308.05,0,333.0,24.94999999999999,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5709-LVOEQ,0,0,1,1,0,1,0,80.85,0.0,0,0.0,0.0,0-1 yr,High ($65-90),False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True
6400-BWQKW,0,0,0,0,6,1,1,79.05,434.5,1,474.29999999999995,39.799999999999955,0-1 yr,High ($65-90),True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2692-AQCPF,0,0,1,0,65,1,1,108.05,7118.9,0,7023.25,95.64999999999964,4-6 yr,Premium ($90+),True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True
0347-UBKUZ,0,0,0,0,15,1,0,19.9,320.45,0,298.5,21.94999999999999,1-2 yr,Low ($0-35),False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0835-DUUIQ,0,0,0,1,24,1,0,21.05,531.55,0,505.20000000000005,26.34999999999991,1-2 yr,Low ($0-35),False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0811-GSDTP,0,0,0,1,13,0,0,30.15,382.2,0,391.95,9.75,1-2 yr,Low ($0-35),False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
